"�..Parcours_2023";"Nombre.de.voyages_2023";"Poids.de.voyages_2023";"Nombre.d.abonnements_2023";"Nombre.de.voyages_2024";"Poids.de.voyages_2024";"Nombre.d.abonnements_2024"
"GRASSE - MONTPELLIER SAINT-ROCH";1;"0,0008%";"0";1;"0,0009%";"0"
"GRENOBLE - SETE";1;"0,0008%";"0";1;"0,0009%";"0"
"GRENOBLE - TOULOUSE MATABIAU";1;"0,0008%";"0";25;"0,0234%";"0"
"HYERES - SETE";1;"0,0008%";"0";4;"0,0038%";"0"
"ILLE SUR TET - MILLAS";1;"0,0008%";"0";5;"0,0047%";"0"
"ILLE SUR TET - SAINT-FÉLIU-D'AVALL";1;"0,0008%";"0";3;"0,0028%";"0"
"LA BASTIDE ST LAURENT L BAINS - SAINT-GENIÈS-DE-MALGOIRÈS";1;"0,0008%";"0";2;"0,0019%";"0"
"LA ROCHE SUR YON - PERPIGNAN";1;"0,0008%";"0";2;"0,0019%";"0"
"LABEGE INNOPOLE - LABEGE VILLAGE";1;"0,0008%";"0";1;"0,0009%";"0"
"LABEGE INNOPOLE - NIMES";1;"0,0008%";"0";1;"0,0005%";"0"
"LABEGE INNOPOLE - PORT VENDRES VILLE";1;"0,0008%";"0";8;"0,0075%";"0"
"LABEGE VILLAGE - VILLEFRANCHE DE LAURAGAIS";1;"0,0008%";"0";3;"0,0029%";"0"
"LABRUGUIERE - LES CAUQUILLOUS";1;"0,0008%";"0";1;"0,0006%";"0"
"LANGOGNE - LUNEL";1;"0,0008%";"0";4;"0,0036%";"0"
"LE PUY EN VELAY - NIMES";1;"0,0008%";"0";2;"0,0019%";"0"
"LE SOLER - SAINT-FÉLIU-D'AVALL";1;"0,0008%";"0";3;"0,0028%";"0"
"LES CABANNES - TARASCON SUR ARIEGE";1;"0,0008%";"0";1;"0,0006%";"0"
"LEUCATE LA FRANQUI - RIVESALTES";1;"0,0008%";"0";2;"0,0022%";"0"
"LIBOURNE - TOULOUSE MATABIAU";1;"0,0008%";"0";1;"0,0009%";"0"
"LILLE EUROPE - TOULOUSE MATABIAU";1;"0,0008%";"0";1;"0,0009%";"0"
"L'ISLE JOURDAIN - MERENVIELLE";1;"0,0008%";"0";2;"0,0019%";"0"
"LISLE SUR TARN - MONTRABE";1;"0,0008%";"0";1;"0,0009%";"0"
"LISLE SUR TARN - NAUCELLE";1;"0,0008%";"0";1;"0,0009%";"0"
"LOURDES - ORTHEZ";1;"0,0008%";"0";3;"0,0033%";"0"
"LUNEL - NICE";1;"0,0008%";"0";2;"0,0019%";"0"
"LUNEL VIEL - VERGÈZE - CODOGNAN";1;"0,0008%";"0";1;"0,0006%";"0"
"LYON PART DIEU - NARBONNE";1;"0,0008%";"0";40;"0,0375%";"0"
"MARSEILLAN PLAGE - MARSEILLE ST CHARLES";1;"0,0008%";"0";1;"0,0009%";"0"
"MARSEILLAN PLAGE - NIMES";1;"0,0008%";"0";1;"0,0009%";"0"
"MARSEILLAN PLAGE - TOULOUSE MATABIAU";1;"0,0008%";"0";1;"0,0005%";"0"
"MARSEILLAN PLAGE - VERGÈZE - CODOGNAN";1;"0,0008%";"0";1;"0,0009%";"0"
"MARSEILLE ST CHARLES - PONT SAINT ESPRIT";1;"0,0008%";"0";8;"0,0075%";"0"
"MARSEILLE ST CHARLES - PORT VENDRES VILLE";1;"0,0008%";"0";1;"0,0005%";"0"
"MENDE - SAINT-CHÉLY-D'APCHER";1;"0,0008%";"0";2;"0,0023%";"0"
"MERENVIELLE - PIBRAC";1;"0,0008%";"0";1;"0,0009%";"0"
"MIRAMAS - PONT SAINT ESPRIT";1;"0,0008%";"0";1;"0,0009%";"0"
"MOISSAC - PERPIGNAN";1;"0,0008%";"0";2;"0,0019%";"0"
"MONTAUBAN - PAMIERS";1;"0,0008%";"0";6;"0,0053%";"0"
"MONTAUDRAN - SAINT-CYPRIEN ARÈNES";1;"0,0008%";"0";1;"0,0009%";"0"
"MONTRABE - VIELMUR SUR AGOUT";1;"0,0008%";"0";2;"0,0019%";"0"
"MURAT - TOULOUSE MATABIAU";1;"0,0008%";"0";1;"0,0009%";"0"
"MURET - PORT LA NOUVELLE";1;"0,0008%";"0";1;"0,0013%";"0"
"NARBONNE - SAINT-GENIÈS-DE-MALGOIRÈS";1;"0,0008%";"0";2;"0,0019%";"0"
"NARBONNE - SOUILLAC";1;"0,0008%";"0";1;"0,0009%";"0"
"NAUCELLE - SAINT-SULPICE";1;"0,0008%";"0";2;"0,0023%";"0"
"NIMES - ORGON";1;"0,0008%";"0";2;"0,0019%";"0"
"NIMES - ST CHAMAS";1;"0,0008%";"0";1;"0,0005%";"0"
"NIMES - ST RAPHAEL VALESCURE";1;"0,0008%";"0";4;"0,0038%";"0"
"NIMES - VIENNE";1;"0,0008%";"0";1;"0,0009%";"0"
"OLORON STE MARIE - TARBES";1;"0,0008%";"0";5;"0,0049%";"0"
"ORTHEZ - TARBES";1;"0,0008%";"0";6;"0,0053%";"0"
"PAU - PERPIGNAN";1;"0,0008%";"0";2;"0,0017%";"0"
"PERPIGNAN - SAINT-CYPRIEN ARÈNES";1;"0,0008%";"0";1;"0,0009%";"0"
"PORTE PUYMORENS - SAINT-AGNE";1;"0,0008%";"0";2;"0,0019%";"0"
"RIVESALTES - TARASCON";1;"0,0008%";"0";2;"0,0019%";"0"
"RIVESALTES - TARBES";1;"0,0008%";"0";1;"0,0009%";"0"
"RIVESALTES - VILLEFRANCHE DE LAURAGAIS";1;"0,0008%";"0";3;"0,0028%";"0"
"SAINT-AUNÈS - VERGÈZE - CODOGNAN";1;"0,0008%";"0";1;"0,0009%";"0"
"SALON - VERGÈZE - CODOGNAN";1;"0,0008%";"0";1;"0,0009%";"0"
"TARASCON SUR ARIEGE - VERNET-D'ARIEGE";1;"0,0008%";"0";1;"0,0013%";"0"
"TOULOUSE MATABIAU - UZERCHE";1;"0,0008%";"0";5;"0,0047%";"0"
"TOULOUSE MATABIAU - VIVIEZ DECAZEVILLE";1;"0,0008%";"0";12;"0,0111%";"0"
"VERGÈZE - CODOGNAN - VIC - MIREVAL";1;"0,0008%";"0";2;"0,0019%";"0"
"ALBI - BEZIERS";1;"0,0008%";"0";2;"0,0019%";"0"
"ALES - PONT SAINT ESPRIT";1;"0,0008%";"0";2;"0,0023%";"0"
"AVIGNON CENTRE - MONTAUBAN";1;"0,0008%";"0";7;"0,0063%";"0"
"BEZIERS - TARBES";1;"0,0008%";"0";1;"0,0013%";"0"
"CLERMONT FERRAND - LUNEL";1;"0,0008%";"0";2;"0,0016%";"0"
"LANGOGNE - MARSEILLE ST CHARLES";1;"0,0008%";"0";2;"0,0014%";"0"
"NIMES - RODEZ";1;"0,0008%";"0";1;"0,0005%";"0"
"PAMIERS - SETE";1;"0,0008%";"0";1;"0,0008%";"0"
"AURILLAC - BEZIERS";1;"0,0006%";"0";1;"0,0006%";"0"
"BRETENOUX BIARS - CLERMONT FERRAND";1;"0,0006%";"0";1;"0,0009%";"0"
" - AUCH";1;"0,0006%";"0";6;"0,0058%";"1"
" - AVIGNON CENTRE";1;"0,0006%";"0";38;"0,0352%";"4"
" - BAGNERES DE BIGORRE";1;"0,0006%";"0";1;"0,0006%";"0"
" - BRIVE LA GAILLARDE";1;"0,0006%";"0";1;"0,0013%";"0"
" - MONTRÉJEAU - GOURDAN-POLIGNAN";1;"0,0006%";"0";1;"0,0013%";"0"
" - MURET";1;"0,0006%";"0";5;"0,0048%";"0"
" - NIMES PONT DU GARD";1;"0,0006%";"0";1;"0,0006%";"0"
"AGDE - MONTAUBAN";1;"0,0006%";"0";2;"0,0014%";"0"
"ALBI - LABEGE INNOPOLE";1;"0,0006%";"0";1;"0,0013%";"1"
"ALBI MADELEINE - COLOMIERS";1;"0,0006%";"0";1;"0,0006%";"0"
"ALBI MADELEINE - LACOURTENSOURT";1;"0,0006%";"0";1;"0,0006%";"0"
"ALBI MADELEINE - MONTAUDRAN";1;"0,0006%";"0";1;"0,0006%";"0"
"ALBI MADELEINE - SAINT-AGNE";1;"0,0006%";"0";1;"0,0006%";"0"
"ALBI MADELEINE - TANUS";1;"0,0006%";"0";1;"0,0006%";"0"
"ALES - MONTAUBAN";1;"0,0006%";"0";2;"0,0019%";"0"
"ARCACHON - SAINT-AGNE";1;"0,0006%";"0";1;"0,0013%";"0"
"ARCACHON - TOULOUSE MATABIAU";1;"0,0006%";"0";1;"0,0013%";"0"
"ARLES - SAINT-GENIÈS-DE-MALGOIRÈS";1;"0,0006%";"0";2;"0,0019%";"0"
"AUCH - LES RAMASSIERS";1;"0,0006%";"0";10;"0,0098%";"0"
"AVIGNON CENTRE - PORT BOU";1;"0,0006%";"0";1;"0,0009%";"0"
"AVIGNON CENTRE - VILLENEUVE LES MAGUELONNE";1;"0,0006%";"0";1;"0,0006%";"0"
"BAILLARGUES - SAINT-AGNE";1;"0,0006%";"0";1;"0,0006%";"0"
"BAILLARGUES - VIC - MIREVAL";1;"0,0006%";"0";3;"0,0028%";"0"
"BAZIEGE - ORTHEZ";1;"0,0006%";"0";1;"0,0006%";"0"
"BEAUCAIRE - SAINT-CÉSAIRE";1;"0,0006%";"0";3;"0,0032%";"0"
"BEAUCAIRE - VITROLLES AEROPORT MARSEILLE";1;"0,0006%";"0";3;"0,0025%";"0"
"BOUSSENS - GALLIENI CANCÉROPÔLE";1;"0,0006%";"0";1;"0,0013%";"0"
"BOUSSENS - LABEGE INNOPOLE";1;"0,0006%";"0";1;"0,0013%";"0"
"BOUSSENS - SAINT-CYPRIEN ARÈNES";1;"0,0006%";"0";1;"0,0009%";"0"
"BRAM - VILLENOUVELLE";1;"0,0006%";"0";1;"0,0006%";"0"
"CAPVERN - SAINT-AGNE";1;"0,0006%";"0";1;"0,0006%";"0"
"CARBONNE - MONTPELLIER SAINT-ROCH";1;"0,0006%";"0";3;"0,0030%";"0"
"CARCASSONNE - GALLIENI CANCÉROPÔLE";1;"0,0006%";"0";1;"0,0006%";"0"
"CARCASSONNE - MONTRÉJEAU - GOURDAN-POLIGNAN";1;"0,0006%";"0";1;"0,0009%";"0"
"CARCASSONNE - SAINT-JORY";1;"0,0006%";"0";3;"0,0029%";"0"
"CASTELNAU D'ESTRETEFONDS - LES RAMASSIERS";1;"0,0006%";"0";2;"0,0020%";"0"
"CASTELNAUDARY - GALLIENI CANCÉROPÔLE";1;"0,0006%";"0";1;"0,0006%";"0"
"CASTRES - COLOMIERS";1;"0,0006%";"0";1;"0,0006%";"0"
"CASTRES - MONTPELLIER SAINT-ROCH";1;"0,0006%";"0";3;"0,0030%";"0"
"CASTRES - VILLEFORT";1;"0,0006%";"0";1;"0,0006%";"0"
"CAZÈRES - GALLIENI CANCÉROPÔLE";1;"0,0006%";"0";3;"0,0026%";"0"
"COLLIOURE - RIVESALTES";1;"0,0006%";"0";7;"0,0066%";"0"
"COLOMIERS - LUNEL";1;"0,0006%";"0";1;"0,0006%";"0"
"COLOMIERS - PAMIERS";1;"0,0006%";"0";1;"0,0013%";"0"
"COLOMIERS - PINS JUSTARET";1;"0,0006%";"0";1;"0,0013%";"0"
"COLOMIERS LYCEE INTERNATIONAL - GAILLAC";1;"0,0006%";"0";2;"0,0020%";"0"
"COLOMIERS LYCEE INTERNATIONAL - NARBONNE";1;"0,0006%";"0";1;"0,0006%";"0"
"COLOMIERS LYCEE INTERNATIONAL - PORTET SAINT-SIMON";1;"0,0006%";"0";1;"0,0006%";"0"
"COLOMIERS LYCEE INTERNATIONAL - SAINT-GAUDENS";1;"0,0006%";"0";1;"0,0013%";"0"
"COLOMIERS LYCEE INTERNATIONAL - SAINT-JORY";1;"0,0006%";"0";2;"0,0020%";"0"
"DIEUPENTALE - SAINT-AGNE";1;"0,0006%";"0";1;"0,0013%";"0"
"FAUGA - LACOURTENSOURT";1;"0,0006%";"0";1;"0,0006%";"0"
"FAUGA - SAINT-CYPRIEN ARÈNES";1;"0,0006%";"0";1;"0,0006%";"0"
"FIGEAC - NAUCELLE";1;"0,0006%";"0";1;"0,0013%";"0"
"FRONTIGNAN - TARASCON";1;"0,0006%";"0";2;"0,0019%";"0"
"GAILLAC - SETE";1;"0,0006%";"0";1;"0,0006%";"0"
"GALLIENI CANCÉROPÔLE - GRISOLLES";1;"0,0006%";"0";1;"0,0006%";"0"
"GALLIENI CANCÉROPÔLE - LARDENNE";1;"0,0006%";"0";1;"0,0006%";"0"
"GALLIENI CANCÉROPÔLE - VENERQUE - LE VERNET";1;"0,0006%";"0";1;"0,0013%";"0"
"GALLIENI CANCÉROPÔLE - VILLEFORT";1;"0,0006%";"0";1;"0,0006%";"0"
"GENOLHAC - SAINT-GENIÈS-DE-MALGOIRÈS";1;"0,0006%";"0";6;"0,0058%";"0"
"GRAGNAGUE - RABASTENS - COUFOULEUX";1;"0,0006%";"0";3;"0,0026%";"0"
"LABEGE INNOPOLE - MONTBARTIER";1;"0,0006%";"0";1;"0,0006%";"0"
"LABEGE INNOPOLE - MONTLAUR";1;"0,0006%";"0";1;"0,0006%";"0"
"LABEGE INNOPOLE - PIBRAC";1;"0,0006%";"0";3;"0,0026%";"0"
"LACOURTENSOURT - MONTRABE";1;"0,0006%";"0";1;"0,0006%";"0"
"LACOURTENSOURT - PORTET SAINT-SIMON";1;"0,0006%";"0";1;"0,0006%";"0"
"LACOURTENSOURT - RABASTENS - COUFOULEUX";1;"0,0006%";"0";1;"0,0006%";"0"
"LALBENQUE FONTANES - SAINT-AGNE";1;"0,0006%";"0";1;"0,0006%";"0"
"LAVAUR - RABASTENS - COUFOULEUX";1;"0,0006%";"0";1;"0,0006%";"0"
"LAVAUR - VILLEFORT";1;"0,0006%";"0";1;"0,0013%";"0"
"LE CAILAR - SAINT-CÉSAIRE";1;"0,0006%";"0";2;"0,0019%";"0"
"LE TOEC - L'ISLE JOURDAIN";1;"0,0006%";"0";1;"0,0006%";"0"
"L'ISLE JOURDAIN - PORTET SAINT-SIMON";1;"0,0006%";"0";1;"0,0006%";"0"
"LISLE SUR TARN - SAINT-AGNE";1;"0,0006%";"0";2;"0,0022%";"0"
"MARMANDE - PERPIGNAN";1;"0,0006%";"0";2;"0,0016%";"0"
"MERENVIELLE - SAINT-MARTIN DU TOUCH";1;"0,0006%";"0";1;"0,0013%";"0"
"MILLAU - MONTPELLIER SAINT-ROCH";1;"0,0006%";"0";3;"0,0027%";"0"
"MONTAUDRAN - PAMIERS";1;"0,0006%";"0";1;"0,0009%";"0"
"MONTPELLIER SAINT-ROCH - SAINT-GAUDENS";1;"0,0006%";"0";1;"0,0006%";"0"
"MONTPELLIER SAINT-ROCH - UCHAUD";1;"0,0006%";"0";3;"0,0025%";"0"
"PORT VENDRES VILLE - RIVESALTES";1;"0,0006%";"0";4;"0,0038%";"0"
"PORTET SAINT-SIMON - VERNET-D'ARIEGE";1;"0,0006%";"0";1;"0,0006%";"0"
"BRIVE LA GAILLARDE - FOIX";1;"0,0004%";"0";1;"0,0009%";"0"
"CASTRES - PAU";1;"0,0004%";"0";1;"0,0005%";"0"
"MARSEILLE ST CHARLES - TARBES";1;"0,0004%";"0";4;"0,0038%";"0"
"MIRAMAS - MONTAUBAN";1;"0,0004%";"0";1;"0,0009%";"0"
"MONTPELLIER SAINT-ROCH - PAU";1;"0,0004%";"0";8;"0,0077%";"0"
"NIMES - PAU";1;"0,0004%";"0";3;"0,0025%";"0"
"TARASCON - TOULOUSE MATABIAU";1;"0,0004%";"0";5;"0,0042%";"0"
"Total";118296;"100,0000%";"1 592";106655;"100,0000%";"1 368"
